dataset_a,state_a,dataset_b,state_b,lineage,common_nonprogram_genes,marker_effect_spearman_rho,top50_shared_markers,top50_marker_jaccard,shared_markers,supported_match
GSE202379,cluster_15,GSE244832,cluster_8,endothelial,23234,0.0834963061591515,12,0.1363636363636363,ADAMTS6;ANO2;CD34;CHRM3;CNTN5;ENTPD1;IGFBP5;LINC00639;MECOM;NAV3;SLCO2A1;VEGFC,True
GSE202379,cluster_16,GSE244832,cluster_13,endothelial,23234,0.058407511698036,0,0.0,,False
GSE202379,cluster_16,GSE244832,cluster_15,endothelial,23234,-0.0705549547290624,0,0.0,,False
GSE202379,cluster_16,GSE244832,cluster_17,endothelial,23234,0.0290341554209086,0,0.0,,False
GSE202379,cluster_16,GSE244832,cluster_2,endothelial,23234,0.0609233266770671,5,0.0526315789473684,FGF23;HS3ST3A1;IL13RA2;MS4A4E;RENBP,False
GSE202379,cluster_16,GSE244832,cluster_8,endothelial,23234,0.0501125032760634,0,0.0,,False
GSE202379,cluster_17,GSE244832,cluster_13,endothelial,23234,-0.0202306636947234,1,0.0101010101010101,BNC2,False
GSE202379,cluster_17,GSE244832,cluster_15,endothelial,23234,0.0607096770322944,0,0.0,,False
GSE202379,cluster_17,GSE244832,cluster_17,endothelial,23234,0.0472479582187293,0,0.0,,False
GSE202379,cluster_17,GSE244832,cluster_2,endothelial,23234,-0.0117822710879799,0,0.0,,False
GSE202379,cluster_17,GSE244832,cluster_8,endothelial,23234,-0.059906449883921,1,0.0101010101010101,CLIC5,False
GSE202379,cluster_19,GSE244832,cluster_13,endothelial,23234,-0.0792529420282736,0,0.0,,False
GSE202379,cluster_19,GSE244832,cluster_15,endothelial,23234,-0.0459589048987292,0,0.0,,False
GSE202379,cluster_19,GSE244832,cluster_17,endothelial,23234,0.1705144354637528,26,0.3513513513513513,ANLN;ASPM;BUB1;BUB1B;CDC25C;CDCA2;CENPF;CENPU;CIT;DIAPH3;IQGAP3;KIF11;KIF14;KIF18B;KIF23;KIF4A;KIFC1;KNL1;MELK;MKI67;NDC80;NUSAP1;POLQ;RAD54L;TOP2A;TPX2,True
GSE202379,cluster_19,GSE244832,cluster_2,endothelial,23234,-0.092400190072188,0,0.0,,False
GSE202379,cluster_19,GSE244832,cluster_8,endothelial,23234,-0.0634721668665867,0,0.0,,False
GSE202379,cluster_2,GSE244832,cluster_13,endothelial,23234,-0.0152438608629579,0,0.0,,False
GSE202379,cluster_2,GSE244832,cluster_15,endothelial,23234,-0.0090863113679265,0,0.0,,False
GSE202379,cluster_2,GSE244832,cluster_17,endothelial,23234,0.0466949373834307,0,0.0,,False
GSE202379,cluster_2,GSE244832,cluster_2,endothelial,23234,0.0165865011098576,0,0.0,,False
GSE202379,cluster_2,GSE244832,cluster_8,endothelial,23234,-0.035105397709946,0,0.0,,False
GSE202379,cluster_20,GSE244832,cluster_13,endothelial,23234,-0.0169802852334142,1,0.0101010101010101,SSTR2,False
GSE202379,cluster_20,GSE244832,cluster_15,endothelial,23234,0.0056048780241456,2,0.0204081632653061,EFNA5;PDE1A,False
GSE202379,cluster_20,GSE244832,cluster_17,endothelial,23234,0.0180731513151757,0,0.0,,False
GSE202379,cluster_20,GSE244832,cluster_2,endothelial,23234,-0.0174065033971695,0,0.0,,False
GSE202379,cluster_20,GSE244832,cluster_8,endothelial,23234,0.0048239488840777,1,0.0101010101010101,PDZRN3,False
GSE202379,cluster_21,GSE244832,cluster_13,endothelial,23234,0.018665672360706,0,0.0,,False
GSE202379,cluster_21,GSE244832,cluster_15,endothelial,23234,0.0026548401148179,4,0.0416666666666666,PDE1A;PPP2R2B;TC2N;ZNF831,False
GSE202379,cluster_21,GSE244832,cluster_17,endothelial,23234,0.0058742711064964,0,0.0,,False
GSE202379,cluster_21,GSE244832,cluster_2,endothelial,23234,-0.0292347754131582,0,0.0,,False
GSE202379,cluster_21,GSE244832,cluster_8,endothelial,23234,0.0446564736847114,1,0.0101010101010101,HRH1,False
GSE202379,cluster_4,GSE244832,cluster_13,endothelial,23234,-0.0037455638345751,0,0.0,,False
GSE202379,cluster_4,GSE244832,cluster_15,endothelial,23234,0.0397507998130412,0,0.0,,False
GSE202379,cluster_4,GSE244832,cluster_17,endothelial,23234,0.0533667485855585,0,0.0,,False
GSE202379,cluster_4,GSE244832,cluster_2,endothelial,23234,0.0097653036870415,0,0.0,,False
GSE202379,cluster_4,GSE244832,cluster_8,endothelial,23234,-0.0721541004571017,0,0.0,,False
GSE202379,cluster_5,GSE244832,cluster_13,endothelial,23234,-0.0108404682969441,0,0.0,,False
GSE202379,cluster_5,GSE244832,cluster_15,endothelial,23234,0.0331168846795529,0,0.0,,False
GSE202379,cluster_5,GSE244832,cluster_17,endothelial,23234,0.0179977091130985,0,0.0,,False
GSE202379,cluster_5,GSE244832,cluster_2,endothelial,23234,-0.0084591219432844,0,0.0,,False
GSE202379,cluster_5,GSE244832,cluster_8,endothelial,23234,-0.0265732847989615,0,0.0,,False
GSE202379,cluster_6,GSE244832,cluster_13,endothelial,23234,0.0434156388022127,0,0.0,,False
GSE202379,cluster_6,GSE244832,cluster_15,endothelial,23234,-0.0693744248589327,0,0.0,,False
GSE202379,cluster_6,GSE244832,cluster_17,endothelial,23234,0.0197989408723018,0,0.0,,False
GSE202379,cluster_6,GSE244832,cluster_2,endothelial,23234,0.0699989235910667,3,0.0309278350515463,FGF23;MS4A4E;RENBP,False
GSE202379,cluster_6,GSE244832,cluster_8,endothelial,23234,0.0470973876264484,0,0.0,,False
GSE202379,cluster_9,GSE244832,cluster_13,endothelial,23234,0.0017088968792193,1,0.0101010101010101,TLL1,False
GSE202379,cluster_9,GSE244832,cluster_15,endothelial,23234,0.0283706414084219,0,0.0,,False
GSE202379,cluster_9,GSE244832,cluster_17,endothelial,23234,0.0293792695168004,0,0.0,,False
GSE202379,cluster_9,GSE244832,cluster_2,endothelial,23234,-0.024632529844513,0,0.0,,False
GSE202379,cluster_9,GSE244832,cluster_8,endothelial,23234,-0.0328717464352933,0,0.0,,False
GSE202379,cluster_0,GSE256398_human,cluster_15,endothelial,29195,-0.0364674431031178,0,0.0,,False
GSE202379,cluster_0,GSE256398_human,cluster_3,endothelial,29195,0.006879430445989,0,0.0,,False
GSE202379,cluster_0,GSE256398_human,cluster_32,endothelial,29195,-0.0531331304675327,1,0.0101010101010101,SLCO2A1,False
GSE202379,cluster_0,GSE256398_human,cluster_38,endothelial,29195,-0.0191169484281147,0,0.0,,False
GSE202379,cluster_0,GSE256398_human,cluster_5,endothelial,29195,0.1119320694186816,0,0.0,,False
GSE202379,cluster_1,GSE256398_human,cluster_15,endothelial,29195,-0.029215679460333,0,0.0,,False
GSE202379,cluster_1,GSE256398_human,cluster_3,endothelial,29195,0.044538227117541,0,0.0,,False
GSE202379,cluster_1,GSE256398_human,cluster_32,endothelial,29195,-0.0592688880334863,0,0.0,,False
GSE202379,cluster_1,GSE256398_human,cluster_38,endothelial,29195,-0.0235819557079126,0,0.0,,False
GSE202379,cluster_1,GSE256398_human,cluster_5,endothelial,29195,0.0629927718380438,0,0.0,,False
GSE202379,cluster_10,GSE256398_human,cluster_15,endothelial,29195,0.0530299125868217,0,0.0,,False
GSE202379,cluster_10,GSE256398_human,cluster_3,endothelial,29195,0.0085636811846341,0,0.0,,False
GSE202379,cluster_10,GSE256398_human,cluster_32,endothelial,29195,0.0238016958216844,0,0.0,,False
GSE202379,cluster_10,GSE256398_human,cluster_38,endothelial,29195,-0.0208687211787816,0,0.0,,False
GSE202379,cluster_10,GSE256398_human,cluster_5,endothelial,29195,-0.0858274527605824,0,0.0,,False
GSE202379,cluster_11,GSE256398_human,cluster_15,endothelial,29195,0.0117218127339295,2,0.0204081632653061,AC004879.1;CD200R1,False
GSE202379,cluster_11,GSE256398_human,cluster_3,endothelial,29195,-0.0781429462199012,0,0.0,,False
GSE202379,cluster_11,GSE256398_human,cluster_32,endothelial,29195,-0.0556381061013036,0,0.0,,False
GSE202379,cluster_11,GSE256398_human,cluster_38,endothelial,29195,0.0437998917813168,1,0.0101010101010101,AC004879.1,False
GSE202379,cluster_11,GSE256398_human,cluster_5,endothelial,29195,0.1127805716295966,1,0.0101010101010101,SLCO1B7,False
GSE202379,cluster_12,GSE256398_human,cluster_15,endothelial,29195,-0.0054582513385066,0,0.0,,False
GSE202379,cluster_12,GSE256398_human,cluster_3,endothelial,29195,0.0559405770006789,0,0.0,,False
GSE202379,cluster_12,GSE256398_human,cluster_32,endothelial,29195,0.0235435541148546,0,0.0,,False
GSE202379,cluster_12,GSE256398_human,cluster_38,endothelial,29195,-0.0221435619109486,0,0.0,,False
GSE202379,cluster_12,GSE256398_human,cluster_5,endothelial,29195,-0.0731522123386618,0,0.0,,False
GSE202379,cluster_13,GSE256398_human,cluster_15,endothelial,29195,-0.0738106881125011,0,0.0,,False
GSE202379,cluster_13,GSE256398_human,cluster_3,endothelial,29195,0.0146228292676869,0,0.0,,False
GSE202379,cluster_13,GSE256398_human,cluster_32,endothelial,29195,-0.0718518841251566,1,0.0101010101010101,CHRM3,False
GSE202379,cluster_13,GSE256398_human,cluster_38,endothelial,29195,-0.0045957289158064,0,0.0,,False
GSE202379,cluster_13,GSE256398_human,cluster_5,endothelial,29195,0.1658775137964239,2,0.0204081632653061,DGAT2;SLCO1B7,False
GSE202379,cluster_15,GSE256398_human,cluster_15,endothelial,29195,0.0749315650264736,0,0.0,,False
GSE202379,cluster_15,GSE256398_human,cluster_3,endothelial,29195,-0.0927389164257452,6,0.0638297872340425,ANO2;DOK5;EMP1;PLCB4;SPRY1;VEGFC,False
GSE202379,cluster_15,GSE256398_human,cluster_32,endothelial,29195,0.1602143650318993,11,0.1235955056179775,ANO2;CD34;CHRM3;EBF1;IGFBP5;LINC00639;NAV3;PLCB4;SLCO2A1;SPRY1;VEGFC,True
GSE202379,cluster_15,GSE256398_human,cluster_38,endothelial,29195,0.1032269748154893,2,0.0204081632653061,EFNA5;LINC02147,False
GSE202379,cluster_15,GSE256398_human,cluster_5,endothelial,29195,-0.1574382484690855,0,0.0,,False
GSE202379,cluster_16,GSE256398_human,cluster_15,endothelial,29195,0.2910521251501532,9,0.0989010989010989,AC004879.1;AC016042.1;AC093240.1;C12ORF42;CD200R1;HS3ST3A1;IL13RA2;LINC01099;MS4A4E,False
GSE202379,cluster_16,GSE256398_human,cluster_3,endothelial,29195,-0.2879876101023328,0,0.0,,False
GSE202379,cluster_16,GSE256398_human,cluster_32,endothelial,29195,0.060044842752932,0,0.0,,False
GSE202379,cluster_16,GSE256398_human,cluster_38,endothelial,29195,0.0780679194321653,1,0.0101010101010101,AC004879.1,False
GSE202379,cluster_16,GSE256398_human,cluster_5,endothelial,29195,-0.0787683667260935,0,0.0,,False
GSE202379,cluster_17,GSE256398_human,cluster_15,endothelial,29195,-0.0617567122909136,0,0.0,,False
GSE202379,cluster_17,GSE256398_human,cluster_3,endothelial,29195,0.0681847186940842,0,0.0,,False
GSE202379,cluster_17,GSE256398_human,cluster_32,endothelial,29195,-0.0337607585335433,1,0.0101010101010101,CLIC5,False
GSE202379,cluster_17,GSE256398_human,cluster_38,endothelial,29195,-0.0114408011153717,0,0.0,,False
GSE202379,cluster_17,GSE256398_human,cluster_5,endothelial,29195,0.0608829802497991,0,0.0,,False
GSE202379,cluster_19,GSE256398_human,cluster_15,endothelial,29195,0.0770648142493045,0,0.0,,False
GSE202379,cluster_19,GSE256398_human,cluster_3,endothelial,29195,-0.0251040583186782,0,0.0,,False
GSE202379,cluster_19,GSE256398_human,cluster_32,endothelial,29195,0.0713307446419884,0,0.0,,False
GSE202379,cluster_19,GSE256398_human,cluster_38,endothelial,29195,0.0265386061431851,0,0.0,,False
GSE202379,cluster_19,GSE256398_human,cluster_5,endothelial,29195,-0.1047326613303014,0,0.0,,False
GSE202379,cluster_2,GSE256398_human,cluster_15,endothelial,29195,-0.0010703814200731,0,0.0,,False
GSE202379,cluster_2,GSE256398_human,cluster_3,endothelial,29195,0.0357878421201252,0,0.0,,False
GSE202379,cluster_2,GSE256398_human,cluster_32,endothelial,29195,-0.0440724205503274,0,0.0,,False
GSE202379,cluster_2,GSE256398_human,cluster_38,endothelial,29195,-0.0333360617275231,0,0.0,,False
GSE202379,cluster_2,GSE256398_human,cluster_5,endothelial,29195,0.0219748880330038,0,0.0,,False
GSE202379,cluster_20,GSE256398_human,cluster_15,endothelial,29195,0.003368060855493,0,0.0,,False
GSE202379,cluster_20,GSE256398_human,cluster_3,endothelial,29195,0.0491204730765709,0,0.0,,False
GSE202379,cluster_20,GSE256398_human,cluster_32,endothelial,29195,0.017810518077402,0,0.0,,False
GSE202379,cluster_20,GSE256398_human,cluster_38,endothelial,29195,-0.025237340747951,1,0.0101010101010101,EFNA5,False
GSE202379,cluster_20,GSE256398_human,cluster_5,endothelial,29195,-0.0584983731545125,0,0.0,,False
GSE202379,cluster_21,GSE256398_human,cluster_15,endothelial,29195,0.1176489590524415,0,0.0,,False
GSE202379,cluster_21,GSE256398_human,cluster_3,endothelial,29195,-0.1240689298544753,0,0.0,,False
GSE202379,cluster_21,GSE256398_human,cluster_32,endothelial,29195,0.0565509821626945,0,0.0,,False
GSE202379,cluster_21,GSE256398_human,cluster_38,endothelial,29195,0.0638590321436713,2,0.0204081632653061,PPP2R2B;ZNF831,False
GSE202379,cluster_21,GSE256398_human,cluster_5,endothelial,29195,-0.0422280102149383,0,0.0,,False
GSE202379,cluster_4,GSE256398_human,cluster_15,endothelial,29195,-0.0245928197353988,0,0.0,,False
GSE202379,cluster_4,GSE256398_human,cluster_3,endothelial,29195,0.0165023844126503,0,0.0,,False
GSE202379,cluster_4,GSE256398_human,cluster_32,endothelial,29195,-0.0700412228162271,0,0.0,,False
GSE202379,cluster_4,GSE256398_human,cluster_38,endothelial,29195,-0.0130214051522625,0,0.0,,False
GSE202379,cluster_4,GSE256398_human,cluster_5,endothelial,29195,0.0982182158696823,0,0.0,,False
GSE202379,cluster_5,GSE256398_human,cluster_15,endothelial,29195,-0.0225891996698361,0,0.0,,False
GSE202379,cluster_5,GSE256398_human,cluster_3,endothelial,29195,0.0653013390883039,0,0.0,,False
GSE202379,cluster_5,GSE256398_human,cluster_32,endothelial,29195,-0.0212283080696897,0,0.0,,False
GSE202379,cluster_5,GSE256398_human,cluster_38,endothelial,29195,-0.0232811129914206,0,0.0,,False
GSE202379,cluster_5,GSE256398_human,cluster_5,endothelial,29195,0.0035231195574412,0,0.0,,False
GSE202379,cluster_6,GSE256398_human,cluster_15,endothelial,29195,0.2330075263211837,6,0.0638297872340425,AC004879.1;AC093240.1;C12ORF42;CD200R1;LINC01099;MS4A4E,False
GSE202379,cluster_6,GSE256398_human,cluster_3,endothelial,29195,-0.239113805114823,0,0.0,,False
GSE202379,cluster_6,GSE256398_human,cluster_32,endothelial,29195,0.0459272740115699,0,0.0,,False
GSE202379,cluster_6,GSE256398_human,cluster_38,endothelial,29195,0.0821653928109862,1,0.0101010101010101,AC004879.1,False
GSE202379,cluster_6,GSE256398_human,cluster_5,endothelial,29195,-0.0583877389952292,0,0.0,,False
GSE202379,cluster_9,GSE256398_human,cluster_15,endothelial,29195,-0.0227830773428475,0,0.0,,False
GSE202379,cluster_9,GSE256398_human,cluster_3,endothelial,29195,0.0514200112209513,6,0.0638297872340425,BICC1;CTNND2;DCDC2;ELF3;GRHL2;SHISA9,False
GSE202379,cluster_9,GSE256398_human,cluster_32,endothelial,29195,-0.0362178922824862,0,0.0,,False
GSE202379,cluster_9,GSE256398_human,cluster_38,endothelial,29195,-0.017773868701483,0,0.0,,False
GSE202379,cluster_9,GSE256398_human,cluster_5,endothelial,29195,0.02071671035485,0,0.0,,False
GSE244832,cluster_13,GSE256398_human,cluster_15,endothelial,23818,0.0469977474630159,1,0.0101010101010101,DGKG,False
GSE244832,cluster_13,GSE256398_human,cluster_3,endothelial,23818,-0.0342843210302054,4,0.0416666666666666,ANO2;MPZL2;POSTN;SELE,False
GSE244832,cluster_13,GSE256398_human,cluster_32,endothelial,23818,0.0181735930819227,5,0.0526315789473684,ANO2;CADM3-AS1;MPZL2;POSTN;SYNDIG1,False
GSE244832,cluster_13,GSE256398_human,cluster_38,endothelial,23818,-0.0348171274029473,0,0.0,,False
GSE244832,cluster_13,GSE256398_human,cluster_5,endothelial,23818,-0.002264543793971,0,0.0,,False
GSE244832,cluster_15,GSE256398_human,cluster_15,endothelial,23818,-0.176666534573803,0,0.0,,False
GSE244832,cluster_15,GSE256398_human,cluster_3,endothelial,23818,0.107645732424088,0,0.0,,False
GSE244832,cluster_15,GSE256398_human,cluster_32,endothelial,23818,0.0559096755983308,0,0.0,,False
GSE244832,cluster_15,GSE256398_human,cluster_38,endothelial,23818,0.0998935845620313,25,0.3333333333333333,AC008691.1;AC011824.2;AC021594.2;AC099792.1;ADAMTS15;ADGRG3;CATSPERB;COLEC12;DLGAP2;EFNA5;GRIN2B;KCNIP1;KLHL14;LINC01117;LINC01748;LINC02147;MPP7;PLCE1;PPP2R2B;RYR2;SCN3B;SEMA3A;SEMA3D;TSPEAR;ZNF831,True
GSE244832,cluster_15,GSE256398_human,cluster_5,endothelial,23818,-0.0351037159680011,0,0.0,,False
GSE244832,cluster_17,GSE256398_human,cluster_15,endothelial,23818,0.1040509920304167,0,0.0,,False
GSE244832,cluster_17,GSE256398_human,cluster_3,endothelial,23818,-0.0583280132278231,0,0.0,,False
GSE244832,cluster_17,GSE256398_human,cluster_32,endothelial,23818,-0.0326924854174247,0,0.0,,False
GSE244832,cluster_17,GSE256398_human,cluster_38,endothelial,23818,-0.028820047918062,0,0.0,,False
GSE244832,cluster_17,GSE256398_human,cluster_5,endothelial,23818,0.0201824490569804,0,0.0,,False
GSE244832,cluster_2,GSE256398_human,cluster_15,endothelial,23818,0.2263179720466173,22,0.282051282051282,AC018742.1;AC092155.1;AC099329.1;ACSM3;ADAMTS14;ANKRD55;CNBD1;CROCC2;DGKG;EHD3;FCHO1;HS3ST3A1;IFITM10;IL13RA2;LINC02005;MRO;MS4A4E;PITPNM3;PPP4R4;PTPRT;SLC18A2;WDR66,True
GSE244832,cluster_2,GSE256398_human,cluster_3,endothelial,23818,-0.18991282814511,0,0.0,,False
GSE244832,cluster_2,GSE256398_human,cluster_32,endothelial,23818,-0.243613855428832,0,0.0,,False
GSE244832,cluster_2,GSE256398_human,cluster_38,endothelial,23818,-0.104877837779509,0,0.0,,False
GSE244832,cluster_2,GSE256398_human,cluster_5,endothelial,23818,0.2414633770409692,2,0.0204081632653061,AC092155.1;MRO,False
GSE244832,cluster_8,GSE256398_human,cluster_15,endothelial,23818,-0.0351058698233279,0,0.0,,False
GSE244832,cluster_8,GSE256398_human,cluster_3,endothelial,23818,0.0559435306316786,9,0.0989010989010989,ANO2;CD200;COL15A1;DKK2;KIAA1549L;LEF1;MPZL2;NETO1;VEGFC,False
GSE244832,cluster_8,GSE256398_human,cluster_32,endothelial,23818,0.1807827664009876,21,0.2658227848101265,AC008514.1;ANKRD29;ANO2;CD200;CD34;CHRM3;CLIC5;COL15A1;FAP;FMO2;GJA5;IGFBP5;LEF1;LINC00639;LINC00840;MPZL2;NAV3;NETO1;SLCO2A1;SYCP2L;VEGFC,True
GSE244832,cluster_8,GSE256398_human,cluster_38,endothelial,23818,-0.053321182826976,1,0.0101010101010101,PRDM16,False
GSE244832,cluster_8,GSE256398_human,cluster_5,endothelial,23818,-0.1453702323036272,0,0.0,,False
