dataset_id,analysis_set,lineage,program_id,score_method,histology_axis,n_donors,n_levels,spearman_rho,permutation_p_two_sided,permutations,fdr_within_set_lineage_method_axis
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_2,standardized_mean,ballooning,37,3,0.18802838495599183,0.2643735626437356,10000,0.7888011198880113
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_2,standardized_mean,inflammation,37,3,-0.006048969101552012,0.9743025697430256,10000,0.9743025697430255
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_3,singscore,fibrosis,39,5,-0.09230124181470627,0.5794420557944205,10000,0.8088391160883912
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_3,singscore,steatosis,37,4,0.27425056292741284,0.09599040095990401,10000,0.287971202879712
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_3,singscore,ballooning,37,3,0.08756358365103853,0.5960403959604039,10000,0.7795620437956204
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_3,singscore,inflammation,37,3,-0.23975913893424336,0.16048395160483953,10000,0.6011398860113989
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_3,standardized_mean,fibrosis,39,5,-0.03219083941393255,0.8434156584341566,10000,0.8434156584341567
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_3,standardized_mean,steatosis,37,4,0.2886438548824686,0.08499150084991501,10000,0.18418158184181585
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_3,standardized_mean,ballooning,37,3,0.07877977588667102,0.645035496450355,10000,0.7888011198880113
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_3,standardized_mean,inflammation,37,3,-0.10393228729030274,0.5383461653834617,10000,0.7858014198580141
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_4,singscore,fibrosis,39,5,0.08084171969324161,0.6227377262273772,10000,0.8088391160883912
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_4,singscore,steatosis,37,4,0.18957651205667972,0.25607439256074394,10000,0.5121487851214879
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_4,singscore,ballooning,37,3,0.0774073059234886,0.6496350364963503,10000,0.7795620437956204
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_4,singscore,inflammation,37,3,-0.1528739463846781,0.36206379362063795,10000,0.6011398860113989
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_4,standardized_mean,fibrosis,39,5,0.07979994495492664,0.6322367763223677,10000,0.8434156584341567
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_4,standardized_mean,steatosis,37,4,0.18011065338353496,0.2783721627837216,10000,0.4175582441755824
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_4,standardized_mean,ballooning,37,3,0.07438787200448728,0.6573342665733427,10000,0.7888011198880113
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_4,standardized_mean,inflammation,37,3,-0.12482872600475514,0.46135386461353867,10000,0.7858014198580141
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_5,singscore,fibrosis,39,5,0.017605993077522978,0.9162083791620838,10000,0.9162083791620838
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_5,singscore,steatosis,37,4,0.041623844302458406,0.8058194180581941,10000,0.927007299270073
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_5,singscore,ballooning,37,3,0.08893605361422095,0.5983401659834017,10000,0.7795620437956204
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_5,singscore,inflammation,37,3,-0.2139135436821575,0.20627937206279373,10000,0.6011398860113989
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_5,standardized_mean,fibrosis,39,5,0.08052918727174711,0.6296370362963704,10000,0.8434156584341567
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_5,standardized_mean,steatosis,37,4,0.08999049204332128,0.5962403759624038,10000,0.5962403759624038
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_5,standardized_mean,ballooning,37,3,0.12818869456123821,0.45125487451254875,10000,0.7888011198880113
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_5,standardized_mean,inflammation,37,3,-0.18751804214811235,0.2763723627637236,10000,0.7858014198580141
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,fibrosis,39,5,0.1788727225686802,0.2755724427557244,10000,0.8088391160883912
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,steatosis,37,4,0.07896860180746781,0.6447355264473552,10000,0.927007299270073
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,ballooning,37,3,0.26282799794943384,0.11768823117688232,10000,0.46735326467353266
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,inflammation,37,3,-0.05719025332376447,0.7410258974102589,10000,0.8692130786921308
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,fibrosis,39,5,0.19356174637892126,0.23167683231676833,10000,0.8434156584341567
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,steatosis,37,4,0.27619560238079877,0.09209079092090791,10000,0.18418158184181585
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,ballooning,37,3,0.45744423872870127,0.0053994600539946005,10000,0.0323967603239676
GSE202379,non_end_stage_primary_exploratory,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,inflammation,37,3,0.16497188458778214,0.3257674232576742,10000,0.7858014198580141
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,fibrosis,20,5,0.14006448446161932,0.5405459454054594,10000,0.7993600639936005
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,steatosis,18,3,-0.015980985459563165,0.9536046395360464,10000,0.9536046395360464
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,ballooning,18,3,0.3081983778511482,0.21557844215578442,10000,0.6935306469353065
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,inflammation,18,3,-0.23475536015044904,0.35876412358764126,10000,0.35876412358764126
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,fibrosis,20,5,0.4045437903165206,0.07599240075992401,10000,0.22797720227977203
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,steatosis,18,3,0.10387640548716058,0.6783321667833216,10000,0.9668033196680333
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,ballooning,18,3,0.4786910975134855,0.0461953804619538,10000,0.2771722827717228
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,inflammation,18,3,-0.05508226327552436,0.8355164483551645,10000,0.8355164483551644
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,fibrosis,20,5,-0.11502502355227956,0.6237376262373763,10000,0.7993600639936005
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,steatosis,18,3,0.10501790444855795,0.6839316068393161,10000,0.8207179282071794
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,ballooning,18,3,0.2360668426093901,0.3434656534346565,10000,0.6935306469353065
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,inflammation,18,3,-0.33836247440679246,0.17268273172682733,10000,0.34536546345365465
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,fibrosis,20,5,-0.0015649663068337354,0.9968003199680032,10000,0.9968003199680032
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,steatosis,18,3,0.01027349065257632,0.9668033196680332,10000,0.9668033196680333
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,ballooning,18,3,0.17705013195704258,0.49135086491350866,10000,0.5896210378962105
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,inflammation,18,3,-0.2924605883438555,0.24017598240175983,10000,0.48035196480351966
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,fibrosis,20,5,-0.40845620608360494,0.06969303069693031,10000,0.20907909209079092
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,steatosis,18,3,0.2979312289247133,0.22977702229777022,10000,0.8207179282071794
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,ballooning,18,3,-0.07213153524175808,0.7817218278172183,10000,0.9266073392660733
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,inflammation,18,3,-0.2452472198219775,0.32726727327267274,10000,0.35876412358764126
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,fibrosis,20,5,-0.5031366676470459,0.026597340265973404,10000,0.15958404159584041
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,steatosis,18,3,0.052508952224278975,0.8321167883211679,10000,0.9668033196680333
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,ballooning,18,3,-0.373772500798201,0.12998700129987,10000,0.38996100389961
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,inflammation,18,3,-0.24131277244515434,0.3431656834316568,10000,0.5147485251474853
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,fibrosis,20,5,-0.0993753604839422,0.6661333866613338,10000,0.7993600639936005
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,steatosis,18,3,0.15524385875004218,0.5262473752624738,10000,0.8207179282071794
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,ballooning,18,3,0.1377056581888109,0.5872412758724127,10000,0.8808619138086191
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,inflammation,18,3,-0.5075437116101887,0.029797020297970205,10000,0.1787821217878212
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,fibrosis,20,5,0.2715216542356531,0.2435756424357564,10000,0.3653634636536346
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,steatosis,18,3,0.3013557258089054,0.22377762223777622,10000,0.6713328667133287
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,ballooning,18,3,0.22950943031468482,0.3591640835916408,10000,0.5896210378962105
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,inflammation,18,3,-0.30557541293326607,0.21727827217278273,10000,0.48035196480351966
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,fibrosis,20,5,-0.4397555322202797,0.0532946705329467,10000,0.20907909209079092
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,steatosis,18,3,-0.14497036809746586,0.5631436856314369,10000,0.8207179282071794
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,ballooning,18,3,-0.2360668426093901,0.3467653234676532,10000,0.6935306469353065
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,inflammation,18,3,-0.24393573736303645,0.32986701329867013,10000,0.35876412358764126
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,fibrosis,20,5,-0.29108373307107477,0.21187881211878812,10000,0.3653634636536346
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,steatosis,18,3,-0.19747932032174484,0.42275772422757724,10000,0.8455154484551545
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,ballooning,18,3,-0.18360754425174786,0.47665233476652336,10000,0.5896210378962105
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,inflammation,18,3,-0.13901714064775195,0.5800419958004199,10000,0.6960503949605039
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,fibrosis,20,5,0.03208180929009158,0.8942105789421058,10000,0.8942105789421056
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,steatosis,18,3,-0.26939375488977907,0.2853714628537146,10000,0.8207179282071794
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,ballooning,18,3,-0.026229649178821122,0.9266073392660734,10000,0.9266073392660733
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,inflammation,18,3,-0.43541217636843066,0.0771922807719228,10000,0.23157684231576842
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,fibrosis,20,5,0.2034456198883856,0.38786121387861217,10000,0.4654334566543346
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,steatosis,18,3,-0.31391221438427647,0.19388061193880612,10000,0.6713328667133287
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,ballooning,18,3,-0.0065574122947052805,0.9889011098890111,10000,0.9889011098890111
GSE202379,non_end_stage_primary_exploratory,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,inflammation,18,3,-0.33311654457102824,0.17148285171482852,10000,0.48035196480351966
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,fibrosis,24,5,-0.05269144651774246,0.8087191280871913,10000,0.8087191280871912
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,steatosis,22,3,-0.3429453602214146,0.11938806119388061,10000,0.23847615238476155
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,ballooning,22,3,-0.2700437772409515,0.22507749225077492,10000,0.3376162383761624
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,inflammation,22,3,-0.43743341834754984,0.03949605039496051,10000,0.23697630236976303
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,fibrosis,24,5,-0.14122720886966533,0.507949205079492,10000,0.507949205079492
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,steatosis,22,3,-0.25158668669927553,0.26117388261173885,10000,0.32576742325767427
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,ballooning,22,3,-0.3445551309782742,0.12378762123787622,10000,0.26862313768623136
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,inflammation,22,3,-0.40392494342148105,0.062193780621937804,10000,0.3731626837316268
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,fibrosis,24,5,0.37436418859101767,0.0740925907409259,10000,0.44455554444555545
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,steatosis,22,3,0.35024813246369735,0.10968903109689031,10000,0.23847615238476155
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,ballooning,22,3,0.35775647699276747,0.1034896510348965,10000,0.3104689531046895
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,inflammation,22,3,0.18907125011218262,0.39376062393760625,10000,0.5906409359064093
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,fibrosis,24,5,0.5855324913770887,0.0034996500349965005,10000,0.020997900209979003
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,steatosis,22,3,0.2879680948249061,0.19568043195680432,10000,0.32576742325767427
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,ballooning,22,3,0.41056186105074055,0.057394260573942604,10000,0.26862313768623136
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,inflammation,22,3,0.18907125011218262,0.40355964403559647,10000,0.6053394660533947
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,fibrosis,24,5,0.2667625056427012,0.20667933206679331,10000,0.6200379962003799
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,steatosis,22,3,0.4112949020304333,0.05549445055494451,10000,0.23847615238476155
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,ballooning,22,3,0.3551162077898688,0.0988901109889011,10000,0.3104689531046895
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,inflammation,22,3,0.28757340489090716,0.1977802219778022,10000,0.3955604439556044
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,fibrosis,24,5,0.32325338919056734,0.1217878212178782,10000,0.18313168683131686
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,steatosis,22,3,0.2472702484470821,0.27147285271472854,10000,0.32576742325767427
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,ballooning,22,3,0.2099014016304429,0.34266573342665735,10000,0.34266573342665735
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,inflammation,22,3,0.275012727435902,0.20997900209979,10000,0.41995800419958
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,fibrosis,24,5,0.08025292186561936,0.7052294770522948,10000,0.8087191280871912
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,steatosis,22,3,0.23123776351036354,0.29757024297570245,10000,0.29757024297570245
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,ballooning,22,3,0.21122153623189224,0.34596540345965404,10000,0.41515848415158485
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,inflammation,22,3,0.372853793927521,0.0856914308569143,10000,0.2570742925707429
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,fibrosis,24,5,0.21116830278607104,0.32216778322167783,10000,0.3866013398660134
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,steatosis,22,3,0.255903124951469,0.24827517248275172,10000,0.32576742325767427
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,ballooning,22,3,0.2943900161231998,0.1790820917908209,10000,0.26862313768623136
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,inflammation,22,3,0.33517176156250555,0.12658734126587343,10000,0.37976202379762025
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,fibrosis,24,5,-0.07442449737258555,0.7194280571942806,10000,0.8087191280871912
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,steatosis,22,3,0.2509700526632479,0.25347465253474655,10000,0.29757024297570245
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,ballooning,22,3,-0.07788794148551026,0.7273272672732727,10000,0.7273272672732727
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,inflammation,22,3,0.12296242140162926,0.5829417058294171,10000,0.6995300469953005
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,fibrosis,24,5,-0.32549509091865725,0.12208779122087791,10000,0.18313168683131686
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,steatosis,22,3,0.0955782755842836,0.6675332466753324,10000,0.6675332466753324
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,ballooning,22,3,-0.31287190054349034,0.15598440155984403,10000,0.26862313768623136
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,inflammation,22,3,0.053548151255548224,0.8158184181581842,10000,0.894010598940106
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,fibrosis,24,5,0.12194857400809198,0.5665433456654334,10000,0.8087191280871912
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,steatosis,22,3,0.31016692012190095,0.15898410158984103,10000,0.23847615238476155
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,ballooning,22,3,0.28778934311595317,0.19308069193080693,10000,0.3376162383761624
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,inflammation,22,3,0.05420923954265376,0.8094190580941906,10000,0.8094190580941906
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,fibrosis,24,5,0.41650818107910825,0.0435956404359564,10000,0.1307869213078692
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,steatosis,22,3,0.2528199547713308,0.2516748325167483,10000,0.32576742325767427
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,ballooning,22,3,0.24686517047102405,0.26807319268073193,10000,0.32168783121687833
GSE202379,non_end_stage_primary_exploratory,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,inflammation,22,3,0.030410061206854546,0.894010598940106,10000,0.894010598940106
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_1,singscore,fibrosis,44,5,-0.12841035860601022,0.40135986401359863,10000,0.4816318368163183
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_1,singscore,steatosis,37,4,0.0167273392991188,0.918108189181082,10000,0.918108189181082
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_1,singscore,ballooning,37,3,-0.027449399263648443,0.8712128787121288,10000,0.8712128787121288
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_1,singscore,inflammation,37,3,-0.14462535215528902,0.39186081391860816,10000,0.5877912208779122
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_1,standardized_mean,fibrosis,44,5,-0.2617290389575003,0.0846915308469153,10000,0.16938306169383063
