lineage,pathway_name,direction,significant_contexts,contexts,median_nes,minimum_absolute_nes
mesenchymal_hsc_myofibroblast,Xenobiotics,negative,4,GSE244832::mash_f2f4_group_vs_normal_sensitivity;GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.3580297755498894,2.33177408820763
mesenchymal_hsc_myofibroblast,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,negative,4,GSE244832::mash_f2f4_group_vs_normal_sensitivity;GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.3276083875589215,2.127502084132928
macrophage_monocyte,Aspirin ADME,negative,4,GSE244832::mash_f2f4_group_vs_normal_sensitivity;GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.197392887342407,2.050390558892464
mesenchymal_hsc_myofibroblast,Phase I - Functionalization of compounds,negative,4,GSE244832::mash_f2f4_group_vs_normal_sensitivity;GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.2032418654298116,1.9563334707470261
mesenchymal_hsc_myofibroblast,Cytochrome P450 - arranged by substrate type,negative,4,GSE244832::mash_f2f4_group_vs_normal_sensitivity;GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.117702746799524,1.8932513849981984
macrophage_monocyte,Drug ADME,negative,4,GSE244832::mash_f2f4_group_vs_normal_sensitivity;GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.2509774007730137,1.803712789354943
macrophage_monocyte,FASTK family proteins regulate processing and stability of mitochondrial RNAs,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.2813202523059197,2.269179132007382
mesenchymal_hsc_myofibroblast,FASTK family proteins regulate processing and stability of mitochondrial RNAs,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.320605512795363,2.2580251935343765
mesenchymal_hsc_myofibroblast,tRNA processing in the mitochondrion,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.3266196896423446,2.252852800241825
macrophage_monocyte,Mitochondrial RNA degradation,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.3299873111571414,2.2317074952857405
macrophage_monocyte,Eukaryotic Translation Elongation,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.3506132261507093,2.1276740207662703
mesenchymal_hsc_myofibroblast,Mitochondrial RNA degradation,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.2342424230961555,2.1251599083972668
macrophage_monocyte,Metabolism of amino acids and derivatives,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.2524250644353767,2.124447403239446
macrophage_monocyte,Peptide chain elongation,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.3642074497273744,2.1144119922954014
macrophage_monocyte,SRP-dependent cotranslational protein targeting to membrane,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.213660331933242,2.1064561766108687
macrophage_monocyte,Eukaryotic Translation Termination,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.4102472686034626,2.0993686940658436
macrophage_monocyte,Selenocysteine synthesis,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.3137812565391904,2.0985588106705126
macrophage_monocyte,Selenoamino acid metabolism,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.437497223067156,2.0963201090696018
macrophage_monocyte,Phase I - Functionalization of compounds,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.1279991801810083,2.089778094904572
macrophage_monocyte,Respiratory electron transport,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.12975445020078,2.0874529259518715
macrophage_monocyte,Aerobic respiration and respiratory electron transport,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.120127175488394,2.0800017236626536
macrophage_monocyte,PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.39257744523988,2.0723632963091254
macrophage_monocyte,Viral mRNA Translation,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.396854453159895,2.0684504925930796
macrophage_monocyte,tRNA processing in the mitochondrion,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.3119585511112475,2.067792787003337
macrophage_monocyte,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.3293960078472895,2.031824577794139
mesenchymal_hsc_myofibroblast,Biological oxidations,negative,3,GSE244832::mash_f2f4_group_vs_normal_sensitivity;GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.2028666338653364,2.0182763041166747
mesenchymal_hsc_myofibroblast,Aspirin ADME,negative,3,GSE244832::mash_f2f4_group_vs_normal_sensitivity;GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.485974772107554,2.0149084143243825
macrophage_monocyte,Mitochondrial mRNA modification,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.210597850772452,2.0137713555764156
macrophage_monocyte,Response of EIF2AK4 (GCN2) to amino acid deficiency,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.3391451356762367,2.0124243934022883
mesenchymal_hsc_myofibroblast,Plasma lipoprotein assembly,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.0564439605346108,2.0122482015665204
mesenchymal_hsc_myofibroblast,Bile acid and bile salt metabolism,negative,3,GSE244832::mash_f2f4_group_vs_normal_sensitivity;GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.1840365521198986,2.0115036677712275
mesenchymal_hsc_myofibroblast,Recycling of bile acids and salts,negative,3,GSE244832::mash_f2f4_group_vs_normal_sensitivity;GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.050792663421833,1.9841098947929938
mesenchymal_hsc_myofibroblast,Biosynthesis of specialized proresolving mediators (SPMs),negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.0565028322532655,1.9683750258388926
macrophage_monocyte,ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.2949367081747543,1.9607891337055043
mesenchymal_hsc_myofibroblast,Biosynthesis of DHA-derived SPMs,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-1.9700489509474788,1.957439273442332
macrophage_monocyte,Translation,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.1152092831458815,1.939371880692096
macrophage_monocyte,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.072791011836081,1.9182458298781737
macrophage_monocyte,Formation of a pool of free 40S subunits,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.307243345010178,1.9040565104965437
macrophage_monocyte,Mitochondrial protein degradation,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-1.9998776368727977,1.8958720588821585
macrophage_monocyte,Complex IV assembly,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.074310499154402,1.8884289160409373
macrophage_monocyte,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.092074581670166,1.8829206608758104
macrophage_monocyte,Nonsense-Mediated Decay (NMD),negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.092074581670166,1.8829206608758104
macrophage_monocyte,Formation of ATP by chemiosmotic coupling,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.2256697187977386,1.881613572601857
mesenchymal_hsc_myofibroblast,Metabolism of steroids,negative,3,GSE244832::mash_f2f4_group_vs_normal_sensitivity;GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.080194946473657,1.8677939487799349
macrophage_monocyte,rRNA processing,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.295490626277614,1.862590856764305
macrophage_monocyte,Cellular response to starvation,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.0101516855922323,1.8324382281442209
macrophage_monocyte,Nuclear Receptor transcription pathway,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-1.854474185433028,1.8118776387665694
macrophage_monocyte,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.204480379867129,1.8027918435873007
macrophage_monocyte,Regulation of expression of SLITs and ROBOs,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.0023960223792154,1.787633615421256
macrophage_monocyte,Ribosome-associated quality control,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.179766914279381,1.761367450370529
macrophage_monocyte,Biological oxidations,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.2960724291552355,1.7545644229977333
macrophage_monocyte,Complex I biogenesis,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-1.8497656235319746,1.7520973290228905
macrophage_monocyte,Major pathway of rRNA processing in the nucleolus and cytosol,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.1097852134563584,1.7433780482442323
macrophage_monocyte,Influenza Viral RNA Transcription and Replication,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-1.7714989183113283,1.7354991715058317
macrophage_monocyte,Bile acid and bile salt metabolism,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.173699922709511,1.7278679645942772
macrophage_monocyte,GTP hydrolysis and joining of the 60S ribosomal subunit,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.1678265578013582,1.7221017778487597
macrophage_monocyte,L13a-mediated translational silencing of Ceruloplasmin expression,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.122212571804031,1.7194885488898701
macrophage_monocyte,Plasma lipoprotein clearance,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-1.8043107499483972,1.7065340432693077
macrophage_monocyte,Cap-dependent Translation Initiation,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.1139641279655264,1.6746757922304807
macrophage_monocyte,Eukaryotic Translation Initiation,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.1139641279655264,1.6746757922304807
macrophage_monocyte,rRNA processing in the nucleus and cytosol,negative,3,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.1475260287285076,1.6564287322808058
mesenchymal_hsc_myofibroblast,Drug ADME,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.5439372412630217,2.464213588329606
endothelial,Extracellular matrix organization,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.2839601854260527,2.278376973113477
mesenchymal_hsc_myofibroblast,Peroxisomal lipid metabolism,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.3022387811968517,2.2768203553395643
macrophage_monocyte,Role of LAT2/NTAL/LAB on calcium mobilization,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.324627302958053,2.2488374897603767
macrophage_monocyte,rRNA processing in the mitochondrion,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.2600499477614235,2.2350931131622294
mesenchymal_hsc_myofibroblast,Peroxisomal protein import,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.2550379558878815,2.2346459221574992
macrophage_monocyte,Mitochondrial translation termination,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.3510645302691033,2.232991150305832
macrophage_monocyte,Generation of second messenger molecules,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.341636156086627,2.228361978035803
endothelial,Laminin interactions,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.3763763066465806,2.218845389838678
macrophage_monocyte,Complement cascade,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.211366102618179,2.2020832354770947
macrophage_monocyte,Role of phospholipids in phagocytosis,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.2458610463318367,2.2016324140983667
macrophage_monocyte,Mitochondrial translation elongation,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.3460179780169947,2.201211931601045
macrophage_monocyte,Phosphorylation of CD3 and TCR zeta chains,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.2317024304606337,2.1973007803836455
endothelial,ECM proteoglycans,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.204140605289718,2.196435296066016
macrophage_monocyte,Mitochondrial translation initiation,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.313546732253114,2.19456702828542
macrophage_monocyte,Phase II - Conjugation of compounds,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.301760202943343,2.1931985789372788
mesenchymal_hsc_myofibroblast,Mitochondrial mRNA modification,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.2056340777603287,2.1844704863997455
macrophage_monocyte,Regulation of Complement cascade,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.2017278180050575,2.1762923914921295
macrophage_monocyte,FCERI mediated MAPK activation,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.1882347072338177,2.1677196924932574
macrophage_monocyte,Mitochondrial translation,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.2877738728779295,2.1657554890357593
macrophage_monocyte,Translocation of ZAP-70 to Immunological synapse,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.3110520626671924,2.160884618369168
mesenchymal_hsc_myofibroblast,Selenocysteine synthesis,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.93533646312507,2.1591688721232734
endothelial,"Cell Cycle, Mitotic",negative,2,GSE202379::advanced_f3f4_vs_f0_non_end_stage;GSE244832::mash_f2f4_group_vs_normal_sensitivity,-2.1717756646570203,2.1582115612257247
mesenchymal_hsc_myofibroblast,Attenuation phase,negative,2,GSE202379::advanced_f3f4_vs_f0_non_end_stage;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.2985417605366445,2.138683291335559
endothelial,Attachment of bacteria to epithelial cells,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.2966099196446077,2.128854054454822
endothelial,Biofilm formation,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.2966099196446077,2.128854054454822
mesenchymal_hsc_myofibroblast,Eukaryotic Translation Termination,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.951668015340072,2.1251425153816395
mesenchymal_hsc_myofibroblast,Eukaryotic Translation Elongation,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-3.01289960018873,2.1233670132953595
endothelial,M Phase,negative,2,GSE202379::advanced_f3f4_vs_f0_non_end_stage;GSE244832::mash_f2f4_group_vs_normal_sensitivity,-2.133841597931403,2.1201294983556602
mesenchymal_hsc_myofibroblast,Selenoamino acid metabolism,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.730502029174028,2.118913298309293
mesenchymal_hsc_myofibroblast,rRNA processing in the mitochondrion,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.1327524508966667,2.11596380074404
mesenchymal_hsc_myofibroblast,Peptide chain elongation,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-3.001793354295123,2.115648225630247
endothelial,MET activates PTK2 signaling,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.2226419721949533,2.1107210148818076
endothelial,Attenuation phase,negative,2,GSE202379::advanced_f3f4_vs_f0_non_end_stage;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.096142139202799,2.0940459830446274
endothelial,Mitotic Spindle Checkpoint,negative,2,GSE202379::advanced_f3f4_vs_f0_non_end_stage;GSE244832::mash_f2f4_group_vs_normal_sensitivity,-2.1063349034475998,2.092292077713539
endothelial,Mitotic Prometaphase,negative,2,GSE202379::advanced_f3f4_vs_f0_non_end_stage;GSE244832::mash_f2f4_group_vs_normal_sensitivity,-2.1510700244535714,2.0913249423860347
mesenchymal_hsc_myofibroblast,Viral mRNA Translation,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.9436350029127505,2.0839667417616603
mesenchymal_hsc_myofibroblast,SRP-dependent cotranslational protein targeting to membrane,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.7810865893842376,2.0820422264915193
endothelial,Non-integrin membrane-ECM interactions,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.1127980875631995,2.078661347793147
macrophage_monocyte,FCERI mediated Ca+2 mobilization,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.1105790567481524,2.0760440881354763
endothelial,Cell Cycle Checkpoints,negative,2,GSE202379::advanced_f3f4_vs_f0_non_end_stage;GSE244832::mash_f2f4_group_vs_normal_sensitivity,-2.1867939789723985,2.0708989420995825
endothelial,Resolution of Sister Chromatid Cohesion,negative,2,GSE202379::advanced_f3f4_vs_f0_non_end_stage;GSE244832::mash_f2f4_group_vs_normal_sensitivity,-2.14241881632728,2.070712198996827
mesenchymal_hsc_myofibroblast,HSF1 activation,negative,2,GSE202379::advanced_f3f4_vs_f0_non_end_stage;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.1353861423883016,2.0696363018358697
endothelial,HSF1-dependent transactivation,negative,2,GSE202379::advanced_f3f4_vs_f0_non_end_stage;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.0992683481460404,2.0694549698963445
mesenchymal_hsc_myofibroblast,Coagulation pathway,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.3833395769687185,2.0691705954374333
mesenchymal_hsc_myofibroblast,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.904371296786229,2.064586616441498
macrophage_monocyte,Peroxisomal protein import,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.093953376045868,2.060657260915049
mesenchymal_hsc_myofibroblast,Response of EIF2AK4 (GCN2) to amino acid deficiency,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.8723423724013806,2.0605385976113686
mesenchymal_hsc_myofibroblast,Protein localization,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.1586798203481097,2.060288362664469
macrophage_monocyte,RA biosynthesis pathway,negative,2,GSE256398_human::mash_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.2155641161968083,2.037122209533484
macrophage_monocyte,Cristae formation,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.142139561635151,2.035291345743755
mesenchymal_hsc_myofibroblast,PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_fibrosis_vs_masld_f0,-2.9128790923677528,2.026242313760186
macrophage_monocyte,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.0548023754395226,2.017289087914213
macrophage_monocyte,Synthesis of bile acids and bile salts,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.049234947236175,2.0166922366752598
endothelial,Mitotic Anaphase,negative,2,GSE202379::advanced_f3f4_vs_f0_non_end_stage;GSE244832::mash_f2f4_group_vs_normal_sensitivity,-2.0192634223670862,2.0111117286577804
mesenchymal_hsc_myofibroblast,Fatty acid metabolism,negative,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,-2.1671788253375857,2.010366972050259
endothelial,Infection with Enterobacteria,positive,2,GSE256398_human::alcohol_cirrhosis_vs_healthy;GSE256398_human::mash_cirrhosis_vs_healthy,2.1026826680611475,2.0095919362429004
